,Date,Town,District,Province,Spare,Length,Width,Amenities,Direction,Price
750,9/15/2022,Xã Ninh Tân,Thị xã Ninh Hòa,Khánh Hòa,264.0,28.0,10.0,0,Nam,2.1
751,9/15/2022,Xã Hàm Trí,Huyện Hàm Thuận Bắc,Bình Thuận,3582.0,0.0,0.0,1,Unknow,1.15
752,9/15/2022,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh,96.0,0.0,0.0,0,Unknow,0.52
753,9/15/2022,Phường Hưng Phú,Quận Cái Răng,TP. Cần Thơ,60.0,10.0,6.0,1,Bắc,3.0
754,9/14/2022,Phường Hoà Quý,Quận Ngũ Hành Sơn,TP. Đà Nẵng,108.5,18.42,5.99,1,Unknow,3.55
755,9/14/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,0,Unknow,1.68
756,9/14/2022,Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh,98.0,0.0,0.0,0,Unknow,3.1
757,9/14/2022,Phường Long Bình Tân,Tp. Biên Hòa,Đồng Nai,100.0,20.0,5.0,1,Nam,3.3
758,9/14/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,700.0,0.0,0.0,0,Unknow,1.23
759,9/14/2022,Xã Phú Đông,Huyện Nhơn Trạch,Đồng Nai,496.0,0.0,0.0,1,Unknow,8.5
760,9/14/2022,Xã Định An,Huyện Dầu Tiếng,Bình Dương,1009.0,100.0,10.0,1,Tây,0.76
761,9/14/2022,Phường Hố Nai,Tp. Biên Hòa,Đồng Nai,62.0,4.0,16.0,1,Unknow,2.25
762,9/14/2022,Phường Vĩnh Phú,Tp. Thuận An,Bình Dương,130.0,20.0,6.5,1,Unknow,4.55
763,9/14/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,2252.0,0.0,0.0,1,Đông,0.6756
764,9/14/2022,Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,60.0,4.0,0.0,0,Unknow,2.08
765,9/14/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,4838.0,0.0,0.0,1,Đông,1.21
766,9/14/2022,Xã Gia Lộc,Huyện Trảng Bàng,Tây Ninh,299.0,6.0,42.0,1,Unknow,0.45
767,9/14/2022,Xã Tân Xã,Huyện Thạch Thất,TP. Hà Nội,60.0,0.0,0.0,1,Unknow,1.02
768,9/14/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,130.0,27.0,5.0,1,T.Nam,5.0
769,9/14/2022,Xã Thạnh Hoà,Huyện Tân Phước,Tiền Giang,12.1,384.0,31.0,0,Unknow,2.8
770,9/14/2022,Xã Tân Lạc,Huyện Bảo Lâm,Lâm Đồng,2306.0,40.0,70.0,1,Unknow,0.8
771,9/14/2022,Xã Cẩm Giang,Huyện Gò Dầu,Tây Ninh,150.0,29.0,6.0,1,Unknow,0.862
772,9/13/2022,Phường Tân Biên,Tp. Biên Hòa,Đồng Nai,72.0,18.0,4.0,1,Unknow,2.15
773,9/13/2022,Phường Hiệp Hòa,Tp. Biên Hòa,Đồng Nai,550.0,46.0,12.4,1,T.Nam,14.5
774,9/13/2022,Phường Long Trường,Tp. Thủ Đức,TP. Hồ Chí Minh,95.0,0.0,0.0,0,Unknow,5.5
775,9/13/2022,Xã Mỹ Lệ,Huyện Cần Đước,Long An,80.0,4.0,20.0,1,Unknow,0.8
776,9/13/2022,Xã Lạc Xuân,Huyện Đơn Dương,Lâm Đồng,300.0,30.0,10.0,0,Nam,1.18
777,9/13/2022,Xã Lộc An,Huyện Bảo Lâm,Lâm Đồng,100.0,19.0,6.0,0,Unknow,0.8
778,9/13/2022,Thị trấn Tân Phú,Huyện Đồng Phú,Bình Phước,100.0,20.0,5.0,1,Unknow,0.3
779,9/13/2022,Thị trấn Trảng Bàng,Huyện Trảng Bàng,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.688
780,9/13/2022,Thị trấn Trảng Bàng,Huyện Trảng Bàng,Tây Ninh,100.0,5.0,20.0,1,Unknow,0.7
781,9/13/2022,Phường Long Trường,Tp. Thủ Đức,TP. Hồ Chí Minh,58.3,14.0,4.2,1,Đ.Nam,3.2
782,9/13/2022,Xã Đồng Phúc,Huyện Yên Dũng,Bắc Giang,1022.0,0.0,0.0,1,Unknow,15.34
783,9/13/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,170.0,5.0,34.0,1,Bắc,0.75
784,9/13/2022,Phường Tân Biên,Tp. Biên Hòa,Đồng Nai,72.0,18.0,4.0,1,Unknow,2.1
785,9/13/2022,Xã Liên Bão,Huyện Tiên Du,Bắc Ninh,90.0,5.0,0.0,1,Unknow,4.45
786,9/13/2022,Xã Chà Là,Huyện Dương Minh Châu,Tây Ninh,155.0,31.0,5.0,1,Unknow,0.6
787,9/13/2022,Phường 9,Quận Gò Vấp,TP. Hồ Chí Minh,175.0,22.0,8.0,1,Đ.Nam,15.8
788,9/13/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,80.0,0.0,0.0,1,Unknow,0.58
789,9/13/2022,Phường Tân Hồng,Thị xã Từ Sơn,Bắc Ninh,90.0,0.0,0.0,0,Unknow,6.0
790,9/13/2022,Phường Khắc Niệm,Tp. Bắc Ninh,Bắc Ninh,100.0,0.0,0.0,0,Unknow,1.4
791,9/13/2022,Phường Võ Cường,Tp. Bắc Ninh,Bắc Ninh,64.0,0.0,0.0,1,Unknow,0.87
792,9/13/2022,Phường Tân Hồng,Thị xã Từ Sơn,Bắc Ninh,90.0,5.0,0.0,1,Unknow,6.1
793,9/13/2022,Phường Khắc Niệm,Tp. Bắc Ninh,Bắc Ninh,60.0,8.0,0.0,1,Unknow,1.4
794,9/13/2022,Xã Hoàn Sơn,Huyện Tiên Du,Bắc Ninh,100.0,0.0,0.0,0,Unknow,3.0
795,9/13/2022,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,1.3
796,9/13/2022,Xã Tân Phước,Huyện Đồng Phú,Bình Phước,100.0,20.0,5.0,1,Unknow,0.85
797,9/13/2022,Xã Chiềng Sơn,Huyện Mộc Châu,Sơn La,660.0,30.0,20.0,1,Unknow,1.4
798,9/13/2022,Thị trấn Trảng Bàng,Huyện Trảng Bàng,Tây Ninh,90.0,0.0,0.0,0,Unknow,0.45
799,9/13/2022,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh,100.0,0.0,0.0,0,Unknow,0.65
800,9/13/2022,Xã Thạnh Bình,Huyện Tân Biên,Tây Ninh,175.0,0.0,0.0,0,Unknow,0.479
801,9/13/2022,Xã Thanh Hòa,Huyện Bù Đốp,Bình Phước,250.0,0.0,0.0,1,Unknow,0.45
802,9/12/2022,Thị trấn Dầu Tiếng,Huyện Dầu Tiếng,Bình Dương,319.0,48.0,5.0,1,Unknow,1.2
803,9/12/2022,Xã Minh Thạnh,Huyện Dầu Tiếng,Bình Dương,369.0,36.0,10.0,1,Unknow,0.95
804,9/12/2022,Phường Thủy Dương,Thị xã Hương Thủy,Thừa Thiên Huế,108.0,0.0,0.0,1,T.Bắc,4.15
805,9/12/2022,Phường Linh Trung,Tp. Thủ Đức,TP. Hồ Chí Minh,217.0,0.0,7.0,0,Đ.Nam,18.45
806,9/12/2022,Xã Tân Lợi,Huyện Đồng Phú,Bình Phước,1000.0,0.0,0.0,1,T.Bắc,0.9
807,9/12/2022,Xã Lộc Châu,Tp. Bảo Lộc,Lâm Đồng,500.0,10.0,50.0,1,Unknow,0.5
808,9/12/2022,Phường Tam Phú,Tp. Thủ Đức,TP. Hồ Chí Minh,94.0,0.0,5.0,0,Đ.Nam,8.8
809,9/12/2022,Thị trấn Nhã Nam,Huyện Tân Yên,Bắc Giang,100.0,0.0,0.0,0,Unknow,2.0
810,9/12/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,2100.0,100.0,21.0,1,Unknow,2.1
811,9/12/2022,Xã Lộc Nga,Tp. Bảo Lộc,Lâm Đồng,180.0,36.0,5.0,1,Đ.Nam,0.99
812,9/12/2022,Xã Long Cang,Huyện Cần Đước,Long An,100.0,0.0,0.0,0,Unknow,0.92
813,9/12/2022,Xã Nhơn Lý,Tp. Qui Nhơn,Bình Định,80.0,16.0,5.0,1,Unknow,4.0
814,9/12/2022,Xã Long Thành Nam,Huyện Hòa Thành,Tây Ninh,126.9,31.8,4.0,1,Unknow,0.93
815,9/12/2022,Thị trấn Tân Khai,Huyện Hớn Quản,Bình Phước,500.0,10.0,50.0,1,Đông,0.65
816,9/12/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,100.0,22.0,5.0,1,Tây,3.9
817,9/12/2022,Xã Tà Nung,Tp. Đà Lạt,Lâm Đồng,1125.0,20.0,55.0,1,Unknow,11.25
818,9/12/2022,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh,30000.0,200.0,150.0,1,Unknow,120.0
819,9/12/2022,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh,306.0,7.0,43.0,1,Unknow,2.85
820,9/12/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.65
821,9/12/2022,Xã Lộc An,Huyện Bảo Lâm,Lâm Đồng,100.0,0.0,0.0,1,Unknow,0.6
822,9/12/2022,Xã An Tịnh,Huyện Trảng Bàng,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.67
823,9/12/2022,Phường Linh Chiểu,Tp. Thủ Đức,TP. Hồ Chí Minh,206.0,0.0,0.0,0,T.Nam,7.0
824,9/12/2022,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,0.65
825,9/12/2022,Xã Hợp Thanh,Huyện Mỹ Đức,TP. Hà Nội,770.0,22.0,20.0,1,Unknow,5.39
826,9/12/2022,Xã Lộc An,Huyện Long Thành,Đồng Nai,100.0,20.0,5.0,1,T.Nam,3.3
827,9/12/2022,Xã Đông Xá,Huyện Vân Đồn,Quảng Ninh,90.0,0.0,0.0,0,Unknow,1.9
828,9/12/2022,Xã An Hải,Huyện Ninh Phước,Ninh Thuận,80.0,20.0,4.0,1,Bắc,1.16
829,9/12/2022,Xã Tân Phúc,Huyện Hàm Tân,Bình Thuận,100000.0,0.0,0.0,0,Unknow,230.0
830,9/12/2022,Phường 28,Quận Bình Thạnh,TP. Hồ Chí Minh,750.0,50.0,15.0,1,Unknow,0.49
831,9/12/2022,Phường Bình Chuẩn,Tp. Thuận An,Bình Dương,70.0,15.0,5.0,0,Unknow,1.7
832,9/12/2022,Xã Xuy Xá,Huyện Mỹ Đức,TP. Hà Nội,415.0,29.0,13.0,1,Bắc,6.5
833,9/11/2022,Phường Tân Bình,Tp. Đồng Xoài,Bình Phước,540.0,54.0,10.0,1,Unknow,0.43
834,9/11/2022,Xã Đặng Xá,Huyện Gia Lâm,TP. Hà Nội,160.0,17.8,9.0,1,Unknow,17.0
835,9/11/2022,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh,84.0,0.0,0.0,1,Unknow,1.8
836,9/11/2022,Thị trấn Tân Nghĩa,Huyện Hàm Tân,Bình Thuận,5000.0,0.0,0.0,0,Unknow,15.0
837,9/10/2022,Phường Thanh Bình,Quận Hải Châu,TP. Đà Nẵng,108.0,15.0,7.2,0,Unknow,9.6
838,9/10/2022,Xã Minh Lập,Huyện Chơn Thành,Bình Phước,250.0,50.0,5.0,1,Unknow,0.4
839,9/10/2022,Phường Linh Xuân,Tp. Thủ Đức,TP. Hồ Chí Minh,179.0,17.2,10.42,0,T.Bắc,9.0
840,9/10/2022,Xã Tân Hoà,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,125.0,25.0,5.0,0,Đ.Nam,1.69
841,9/10/2022,Xã Tân Hoà,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,125.0,25.0,5.0,0,Đ.Nam,1.69
842,9/10/2022,Xã Phú Tân,Huyện Định Quán,Đồng Nai,200.0,40.0,5.0,1,Unknow,0.79
843,9/10/2022,Xã Đức Hòa Đông,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đông,1.8
844,9/10/2022,Phường Lộc Sơn,Tp. Bảo Lộc,Lâm Đồng,213.0,7.0,30.0,1,Unknow,0.8
845,9/10/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,TP. Đà Nẵng,322.0,0.0,0.0,0,Unknow,64.0
846,9/10/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,TP. Đà Nẵng,300.0,0.0,0.0,0,Unknow,64.2
847,9/10/2022,Phường Mỹ An,Quận Ngũ Hành Sơn,TP. Đà Nẵng,230.0,0.0,0.0,0,Unknow,11.0
848,9/10/2022,Xã Định Thành,Huyện Dầu Tiếng,Bình Dương,319.0,67.0,5.0,1,T.Nam,1.39
849,9/10/2022,Xã Diên Thọ,Huyện Diên Khánh,Khánh Hòa,136.0,25.0,5.0,0,Unknow,1.2
850,9/10/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,20000.0,0.0,0.0,1,Unknow,2.7
851,9/10/2022,Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,60.0,4.0,0.0,1,Unknow,2.08
852,9/10/2022,Phường Vân Dương,Tp. Bắc Ninh,Bắc Ninh,66.0,4.95,0.0,1,Unknow,2.15
853,9/10/2022,Xã Bình Thạnh,Huyện Tuy Phong,Bình Thuận,7527.0,67.0,107.0,1,Unknow,1.1
854,9/9/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,270.0,9.0,30.0,1,Unknow,0.7
855,9/9/2022,Phường Tân Lập,Tp. Buôn Ma Thuột,Đắk Lắk,84.0,12.0,4.0,1,Unknow,0.96
856,9/9/2022,Xã Minh Hưng,Huyện Chơn Thành,Bình Phước,150.0,30.0,5.0,1,Unknow,0.65
857,9/9/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,225.0,5.0,45.0,1,Unknow,1.16
858,9/9/2022,Thị trấn Nhã Nam,Huyện Tân Yên,Bắc Giang,100.0,20.0,5.0,1,Bắc,3.1
859,9/9/2022,Xã Vạn Long,Huyện Vạn Ninh,Khánh Hòa,154.0,22.0,7.0,1,T.Nam,1.8
860,9/9/2022,Xã Ninh Quang,Thị xã Ninh Hòa,Khánh Hòa,141.0,25.0,5.5,0,Đ.Bắc,0.54
861,9/9/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1059.0,0.0,0.0,0,Unknow,2.65
862,9/9/2022,Phường Tam Quan,Thị xã Hoài Nhơn,Bình Định,100.0,0.0,0.0,0,Unknow,0.9
863,9/9/2022,Xã Minh Hoà,Huyện Dầu Tiếng,Bình Dương,163.0,24.0,8.0,1,Unknow,0.96
864,9/9/2022,Xã Vạn Long,Huyện Vạn Ninh,Khánh Hòa,154.0,22.0,7.0,1,Đ.Bắc,1.85
865,9/9/2022,Thị trấn Chợ Chùa,Huyện Nghĩa Hành,Quảng Ngãi,100.0,5.0,20.0,1,Đông,0.645
866,9/9/2022,Phường Phước Vĩnh,Tp. Huế,Thừa Thiên Huế,131.0,17.7,7.3,0,Unknow,3.14
867,9/9/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,427.0,0.0,0.0,0,Unknow,3.4
868,9/9/2022,Phường Tân Đồng,Tp. Đồng Xoài,Bình Phước,100.0,0.0,0.0,1,Unknow,0.9
869,9/9/2022,Phường Trường An,Tp. Huế,Thừa Thiên Huế,131.0,17.5,7.5,1,Bắc,3.14
870,9/9/2022,Phường Định Hoà,Tp. Thủ Dầu Một,Bình Dương,487.0,35.0,14.0,1,Unknow,1.44
871,9/9/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,150.0,5.0,20.0,1,Unknow,0.6
872,9/9/2022,Phường Vĩnh Ninh,Tp. Huế,Thừa Thiên Huế,131.0,17.0,7.0,1,Bắc,3.14
873,9/9/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,T.Nam,0.689
874,9/9/2022,Phường Hòa Xuân,Quận Cẩm Lệ,TP. Đà Nẵng,100.0,20.0,5.0,1,Đ.Nam,4.55
875,9/9/2022,Xã Gung Ré,Huyện Di Linh,Lâm Đồng,4.4,133.0,33.0,1,Đông,3.9
876,9/9/2022,Xã Điện Trung,Thị xã Điện Bàn,Quảng Nam,100.0,0.0,0.0,0,Unknow,0.54
877,9/8/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.68
878,9/8/2022,Phường Điện Ngọc,Thị xã Điện Bàn,Quảng Nam,72.0,0.0,0.0,1,Unknow,1.52
879,9/8/2022,Phường Long Thạnh Mỹ,Tp. Thủ Đức,TP. Hồ Chí Minh,157.5,0.0,0.0,0,Tây,16.0
880,9/8/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,3856.0,0.0,0.0,1,Unknow,0.964
881,9/8/2022,Xã Cổ Đông,Thị xã Sơn Tây,TP. Hà Nội,189.0,15.0,12.95,1,Unknow,2.85
882,9/8/2022,Xã Đại Đồng,Huyện Đại Lộc,Quảng Nam,120.0,6.0,20.0,1,Unknow,0.9
883,9/8/2022,Phường Hoà Quý,Quận Ngũ Hành Sơn,TP. Đà Nẵng,216.0,21.6,10.0,1,Bắc,9.27
884,9/8/2022,Phường Lộc Phát,Tp. Bảo Lộc,Lâm Đồng,180.0,18.0,10.0,1,Unknow,4.5
885,9/8/2022,Phường Linh Xuân,Tp. Thủ Đức,TP. Hồ Chí Minh,84.0,20.9,4.03,0,T.Nam,4.9
886,9/8/2022,Xã Giang Sơn,Huyện Gia Bình,Bắc Ninh,96.0,0.0,0.0,0,Unknow,0.9
887,9/8/2022,Phường Tân Hạnh,Tp. Biên Hòa,Đồng Nai,6486.0,146.0,46.98,0,Tây,49.94
888,9/8/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,800.0,0.0,0.0,0,Unknow,0.88889
889,9/8/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,800.0,0.0,0.0,0,Unknow,0.88889
890,9/8/2022,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh,600.0,0.0,0.0,0,Unknow,6.6
891,9/8/2022,Xã Bình Hòa,Huyện Vĩnh Cửu,Đồng Nai,208.0,0.0,8.0,1,T.Bắc,3.2
892,9/8/2022,Xã Lộc Đức,Huyện Bảo Lâm,Lâm Đồng,150.0,30.0,5.0,1,Unknow,0.699
893,9/8/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,194.0,0.0,0.0,0,Unknow,0.88889
894,9/8/2022,Xã Cẩm Giang,Huyện Gò Dầu,Tây Ninh,100.0,20.0,5.0,1,Unknow,0.38
895,9/8/2022,Xã Long Châu,Huyện Yên Phong,Bắc Ninh,100.0,0.0,0.0,1,Unknow,3.4
896,9/8/2022,Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh,98.0,0.0,0.0,0,Unknow,3.1
897,9/8/2022,Xã Quang Sơn,Huyện Lập Thạch,Vĩnh Phúc,100.0,20.0,5.0,1,T.Nam,1.2
898,9/8/2022,Xã Tân An,Huyện Vĩnh Cửu,Đồng Nai,100.0,20.0,5.0,1,Tây,2.12
899,9/7/2022,Xã Đạm Bri,Tp. Bảo Lộc,Lâm Đồng,280.0,17.0,25.0,1,Unknow,3.08
900,9/7/2022,Phường Vĩnh Phú,Tp. Thuận An,Bình Dương,220.0,10.0,22.0,1,Unknow,9.5
901,9/7/2022,Xã Phú Vinh,Huyện Định Quán,Đồng Nai,200.0,5.0,40.0,1,Unknow,1.5
902,9/7/2022,Xã Tiến Thành,Tp. Phan Thiết,Bình Thuận,1500.0,50.0,30.0,1,Unknow,18.0
903,9/7/2022,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh,280.0,20.0,14.0,0,Unknow,18.0
904,9/7/2022,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh,1050.0,0.0,0.0,0,Unknow,4.5
905,9/7/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,TP. Đà Nẵng,310.0,0.0,0.0,0,Unknow,40.0
906,9/7/2022,Phường Linh Xuân,Tp. Thủ Đức,TP. Hồ Chí Minh,60.0,15.0,4.0,0,T.Bắc,4.2
907,9/7/2022,Phường Linh Đông,Tp. Thủ Đức,TP. Hồ Chí Minh,80.0,20.0,4.0,0,T.Bắc,5.6
908,9/7/2022,Thị trấn Chơn Thành,Huyện Chơn Thành,Bình Phước,150.0,30.0,5.0,1,Đông,1.31
909,9/7/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,90.0,18.0,5.0,1,Unknow,1.79
910,9/7/2022,Xã Lộc An,Huyện Bảo Lâm,Lâm Đồng,100.0,13.0,6.0,0,Unknow,7.0
911,9/7/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.79
912,9/7/2022,Phường Tăng Nhơn Phú B,Tp. Thủ Đức,TP. Hồ Chí Minh,540.0,54.0,10.0,1,Unknow,0.43
913,9/7/2022,Xã Tân Thành,Tp. Đồng Xoài,Bình Phước,250.0,31.0,8.0,1,Unknow,0.39
914,9/7/2022,Xã Bình Lợi,Huyện Vĩnh Cửu,Đồng Nai,2986.0,0.0,40.0,1,Unknow,15.0
915,9/7/2022,Xã Nhuận Đức,Huyện Củ Chi,TP. Hồ Chí Minh,3900.0,80.0,48.0,0,Unknow,10.73
916,9/7/2022,Xã Bình Lợi,Huyện Vĩnh Cửu,Đồng Nai,1000.0,0.0,20.0,0,Unknow,8.5
917,9/7/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,120.0,0.0,0.0,0,Unknow,4.2
918,9/7/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.8
919,9/7/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,5465.0,0.0,0.0,0,Unknow,1.37
920,9/7/2022,Xã Long Hoà,Huyện Dầu Tiếng,Bình Dương,414.0,24.0,20.0,1,T.Bắc,1.14
921,9/7/2022,Phường Phú Mỹ,Tp. Thủ Dầu Một,Bình Dương,135.2,29.0,5.0,1,Đ.Nam,3.5
922,9/7/2022,Phường Phú Thọ,Tp. Thủ Dầu Một,Bình Dương,176.0,35.2,5.0,1,Nam,5.63
923,9/7/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,225.0,5.0,45.0,1,Unknow,1.16
924,9/7/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,125.0,0.0,0.0,0,Unknow,4.38
925,9/7/2022,Xã Định Thành,Huyện Dầu Tiếng,Bình Dương,319.0,60.0,5.0,1,Unknow,1.4
926,9/7/2022,Phường Hiệp Bình Chánh,Tp. Thủ Đức,Hồ Chí Minh,120.0,20.0,6.0,0,Đ.Bắc,13.1
927,9/7/2022,Phường Xuân Thanh,Tp. Long Khánh,Đồng Nai,2120.0,135.0,15.5,1,Nam,1.91
928,9/7/2022,Xã Phước Vĩnh An,Huyện Củ Chi,Hồ Chí Minh,84.0,0.0,0.0,1,Unknow,0.45
929,9/6/2022,Xã Lộc An,Huyện Bảo Lâm,Lâm Đồng,150.0,5.0,30.0,1,Unknow,0.65
930,9/6/2022,Xã Chiềng Hắc,Huyện Mộc Châu,Sơn La,1150.0,50.0,23.0,1,Unknow,0.9
931,9/6/2022,Xã Suối Cát,Huyện Xuân Lộc,Đồng Nai,1000.0,41.0,20.0,1,Unknow,1.1
932,9/6/2022,Thị trấn Lương Sơn,Huyện Bắc Bình,Bình Thuận,16407.0,0.0,0.0,0,Unknow,2.35
933,9/6/2022,Xã Ninh Quang,Thị xã Ninh Hòa,Khánh Hòa,86.0,0.0,7.0,0,Đ.Nam,0.7
934,9/6/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.65
935,9/6/2022,Phường 1,Thị xã Kiến Tường,Long An,200.0,0.0,0.0,1,Unknow,0.55
936,9/6/2022,Xã Bình Hòa,Huyện Vĩnh Cửu,Đồng Nai,290.0,0.0,9.0,0,Unknow,3.7
937,9/6/2022,Thị trấn Tân Túc,Huyện Bình Chánh,Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,1.2
938,9/6/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,215.0,0.0,0.0,0,Đ.Nam,9.0
939,9/6/2022,Xã Chiềng Sơn,Huyện Mộc Châu,Sơn La,1600.0,45.0,12.0,1,Unknow,1.0
940,9/6/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,150.0,30.0,5.0,1,Unknow,1.8
941,9/6/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,200.0,41.0,5.0,0,Unknow,0.8
942,9/6/2022,Xã Phú Thượng,Huyện Phú Vang,Thừa Thiên Huế,189.0,22.0,9.0,1,Đông,4.16
943,9/6/2022,Xã Long Khánh,Huyện Bến Cầu,Tây Ninh,300.0,30.0,10.0,1,Unknow,0.45
944,9/6/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,177.4,20.8,9.6,0,T.Nam,7.0
945,9/6/2022,Xã Long Khánh,Huyện Bến Cầu,Tây Ninh,200.0,0.0,0.0,1,Unknow,0.7
946,9/6/2022,Phường Tân Bình,Tp. Đồng Xoài,Bình Phước,150.0,30.0,5.0,1,Unknow,0.75
947,9/6/2022,Xã An Thạnh,Huyện Bến Lức,Long An,90.0,15.0,6.0,1,Tây,0.83
948,9/6/2022,Xã Suối Đá,Huyện Dương Minh Châu,Tây Ninh,215.0,10.0,10.0,1,Nam,0.584
949,9/6/2022,Xã Long Khánh,Huyện Bến Cầu,Tây Ninh,205.0,41.0,5.0,1,Đông,0.565
950,9/5/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,225.0,45.0,5.0,1,Unknow,1.1
951,9/5/2022,Xã Bình Tú,Huyện Thăng Bình,Quảng Nam,125.0,25.0,5.0,1,Đông,2.19
952,9/5/2022,Xã Lộc Thịnh,Huyện Lộc Ninh,Bình Phước,270.0,9.0,30.0,1,Unknow,0.7
953,9/5/2022,Xã Lai Hưng,Huyện Bàu Bàng,Bình Dương,100.0,20.0,5.0,1,T.Nam,1.05
954,9/5/2022,Phường Hưng Bình,Tp. Vinh,Nghệ An,123.0,15.0,7.81,1,Đ.Nam,8.0
955,9/5/2022,Phường Hạp Lĩnh,Tp. Bắc Ninh,Bắc Ninh,65.0,10.0,6.5,1,Đông,1.25
956,9/5/2022,Xã Hàm Chính,Huyện Hàm Thuận Bắc,Bình Thuận,1285.0,0.0,0.0,1,Unknow,0.64
957,9/5/2022,Xã Đồng Tiến,Huyện Đồng Phú,Bình Phước,250.0,25.0,10.0,1,Unknow,0.3
958,9/5/2022,Xã Lộc Ngãi,Huyện Bảo Lâm,Lâm Đồng,240.0,8.0,40.0,1,Unknow,1.0
959,9/5/2022,Xã An Nhơn Tây,Huyện Củ Chi,Hồ Chí Minh,104.0,20.0,5.2,1,Unknow,0.9
960,9/5/2022,Phường Khúc Xuyên,Tp. Bắc Ninh,Bắc Ninh,72.0,16.0,4.5,1,T.Bắc,3.56
961,9/5/2022,Xã Phú Thượng,Huyện Phú Vang,Thừa Thiên Huế,198.0,22.0,9.0,1,Đông,4.36
962,9/5/2022,Xã Vạn Long,Huyện Vạn Ninh,Khánh Hòa,154.0,22.0,7.0,1,Unknow,1.8
